OBJECTID,Statistical Areas Level 2 2021 code,Statistical Areas Level 2 2021 name,Area in square kilometres,Uniform Resource Identifier,Personal income: Employee income earners (no.) (Data year: 2020),Personal income: Employee income earners: Median age (years) (Data year: 2020),Personal income: Total employee income ($m) (Data year: 2020),Personal income: Median employee income ($) (Data year: 2020),Personal income: Mean employee income ($) (Data year: 2020),Personal income: Employee income as main source of income (%) (Data year: 2020),Personal income: Own unincorporated business income earners (no.) (Data year: 2020),Personal income: Own unincorporated business income earners: Median age (years) (Data year: 2020),Personal income: Total own unincorporated business income ($m) (Data year: 2020),Personal income: Median own unincorporated business income ($) (Data year: 2020),Personal income: Mean own unincorporated business income ($) (Data year: 2020),Personal income: Own unincorporated business income as main source of income (%) (Data year: 2020),Personal income: Investment income earners (no.) (Data year: 2020),Personal income: Investment income earners: Median age (years) (Data year: 2020),Personal income: Total investment income ($m) (Data year: 2020),Personal income: Median investment income ($) (Data year: 2020),Personal income: Mean investment income ($) (Data year: 2020),Personal income: Investment income as main source of income (%) (Data year: 2020),Personal income: Superannuation and annuity income earners (no.) (Data year: 2020),Personal income: Superannuation and annuity income earners: Median age (years) (Data year: 2020),Personal income: Total superannuation and annuity income ($m) (Data year: 2020),Personal income: Median superannuation and annuity income ($) (Data year: 2020),Personal income: Mean superannuation and annuity income ($) (Data year: 2020),Personal income: Superannuation and annuity income as main source of income (%) (Data year: 2020),Personal income: Total income earners (excl. Government pensions and allowances)(no.) (Data year: 2020),Personal income: Total income earners (excl. Government pensions and allowances): Median age (years) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances) ($m) (Data year: 2020),Personal income: Median total income (excl. Government pensions and allowances) ($) (Data year: 2020),Personal income: Mean total income (excl. Government pensions and allowances) ($) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p80/P20 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p80/P50 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p20/P50 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p10/P50 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Gini coefficient (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Income share of top 1% of earners (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Income share of top 5% of earners (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Income share of top 10% of earners (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Lowest Quartile (%) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Second Quartile (%) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Third Quartile (%) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Highest Quartile (%) (Data year: 2020),Government pensions and allowances: Age pension (no.) (Data year: 2023),Government pensions and allowances: Carer payment (no.) (Data year: 2023),Government pensions and allowances: Carer allowance (no.) (Data year: 2023),Government pensions and allowances: Disability support pension (no.) (Data year: 2023),Government pensions and allowances: Jobseeker payment (no.) (Data year: 2023),Government pensions and allowances: Newstart allowance (no.) (Data year: 2019),Government pensions and allowances: Parenting payment: Single (no.) (Data year: 2023),Government pensions and allowances: Parenting payment: Partnered (no.) (Data year: 2023),Government pensions and allowances: Youth allowance (full time students/apprentices) (no.) (Data year: 2023),Government pensions and allowances: Youth allowance (other) (no.) (Data year: 2023),Government pensions and allowances: Family tax benefit A (no.) (Data year: 2023),Government pensions and allowances: Family tax benefit B (no.) (Data year: 2023),Government pensions and allowances: Commonwealth rent assistance (no.) (Data year: 2023),Total personal income: Persons earning $1-$499 per week (%) (Data year: 2021),Total personal income: Persons earning $500-$999 per week (%) (Data year: 2021),Total personal income: Persons earning $1000-$1999 per week (%) (Data year: 2021),Total personal income: Persons earning $2000-$2999 per week (%) (Data year: 2021),Total personal income: Persons earning $3000 or more per week (%) (Data year: 2021),Total personal income: Persons earning nil income (%) (Data year: 2021),Total personal income: Persons with a negative income (%) (Data year: 2021),Total personal income: Income inadequately described/not stated (%) (Data year: 2021),Median equivalised total household income (weekly) ($) (Data year: 2021),Equivalised total household income: $1-$499 per week (%) (Data year: 2021),Equivalised total household income: $500-$999 per week (%) (Data year: 2021),Equivalised total household income: $1000-$1999 per week (%) (Data year: 2021),Equivalised total household income: $2000-$2999 per week (%) (Data year: 2021),Equivalised total household income: $3000 or more per week (%) (Data year: 2021),Equivalised total household income: Nil income (%) (Data year: 2021),Equivalised total household income: Partial income stated (%) (Data year: 2021),Equivalised total household income: All incomes not stated (%) (Data year: 2021),globalid,Shape__Area,Shape__Length
211,110041203,Tamworth - North,76.0422,https://linked.data.gov.au/dataset/asgsed3/SA2/110041203,8300,37,496.4,54668,59809,78.9,1358,48,31.2,8196,22966,6.4,5712,47,55.5,178,9718,13.1,181,57,4.7,18980,25918,1,9113,41,566.2,53603,62135,4.44,1.7,0.38,0.15,0.441,7.3,19.1,29.7,23.4,25.3,29.6,21.7,2124,184,404,604,537,459,264,24,47,77,1027,827,1424,22.9,25.3,27.7,6.2,3.1,5.1,0.7,9,986,16.8,29.2,35.2,7.5,3.5,1.6,4.1,2.3,de9e811f-33c1-49ea-aac2-b978b3ba1b32,0.0071883860282469,0.648426182669486
212,110041204,Tamworth - West,62.5221,https://linked.data.gov.au/dataset/asgsed3/SA2/110041204,2846,35,132.9,46082,46710,88.2,336,42,1.6,8349,4803,5.5,1142,44,3.2,40,2782,4.4,68,49,1.5,9917,22173,1.3,2750,37,133.8,48520,48662,3.48,1.49,0.43,0.19,0.382,3.4,13.6,23.7,23.7,31.8,34,10.4,566,156,256,369,516,438,286,26,5,96,769,676,916,27.4,28.1,21,2,1,5.9,1.4,13.4,746,25.9,33.5,27.3,2.4,1.1,1.4,5.4,2.7,5ddd9876-e5d2-4bb3-b1a8-e056021bd0b8,0.00591024972209198,0.343603518542769
213,110041205,Tamworth Surrounds,8980.4841,https://linked.data.gov.au/dataset/asgsed3/SA2/110041205,9028,42,524,52028,58042,74.3,3124,53,-34.4,-2514,-10998,9.3,6790,50,46.8,215,6899,14.4,229,56,6.3,13559,27379,1.2,10593,47,523,45533,49371,6.96,1.86,0.27,0.04,0.569,5.9,18.6,30.9,31.2,25.3,25.1,18.4,2672,302,552,672,562,517,192,32,32,52,1062,782,842,28,23.9,24.5,6.1,2.7,5.8,1.3,7.7,905,20.6,28.7,31.5,6.5,2.6,1.8,5.6,2.7,e62095b6-1f7e-4fe6-a477-695a905c14ac,0.847082192581638,8.0284245851568
214,111011206,Belmont - Bennetts Green,22.2102,https://linked.data.gov.au/dataset/asgsed3/SA2/111011206,8904,41,569.3,54709,63934,77.1,1049,47,29.9,13970,28547,5.6,6718,49,54.3,228,8089,15.2,266,59,9,22707,33741,1.6,10084,45,640.4,51882,63505,5.07,1.85,0.37,0.12,0.459,7.2,19.6,30.6,25.2,25.1,25.8,23.9,2732,212,512,672,492,426,162,17,52,52,832,652,1042,27,24.9,25.8,7.1,3.4,5.9,0.5,5.3,967,18.3,28.8,34.1,8.2,3.1,1.6,4.1,1.9,462a6f81-3c0d-4028-a064-9379b2c7e89b,0.00214340755928788,0.340761295877532
215,111011207,Belmont South - Blacksmiths,6.8068,https://linked.data.gov.au/dataset/asgsed3/SA2/111011207,2689,43,160.2,51840,59565,77.4,320,47,7.4,12352,23279,5.5,1990,51,12.5,268,6270,14.9,91,55,3.3,18703,36668,1.7,3006,47,175.9,49141,58503,4.88,1.78,0.36,0.12,0.453,6.4,18.7,29.9,26.3,26.9,26.9,19.9,956,108,208,318,208,224,58,,19,12,266,226,458,30.5,26.6,22.3,5.1,3,5.9,0.6,6.1,832,22.7,31.3,28.9,5.8,2.9,2.1,4.7,2,6ab08335-b3d2-42da-a01b-a818b3740eb6,0.000657259736271953,0.205991497394334
216,111011208,Charlestown - Dudley,22.2795,https://linked.data.gov.au/dataset/asgsed3/SA2/111011208,13159,39,868.9,57548,66031,79.8,1632,44,55,14041,33691,5.8,9724,45,66.8,216,6872,12.9,300,59,9.1,20256,30332,1.1,14609,42,966.5,55614,66157,4.71,1.81,0.38,0.14,0.437,6.6,18.1,28.9,23,24.2,26.4,26.5,2817,267,587,897,687,582,230,27,117,97,1147,907,1010,23.6,23.8,28.8,9,4.2,5.5,0.5,4.5,1117,15.3,24.9,37.5,11.1,3.8,1.2,4.6,1.6,45d3f62d-5aea-426f-b815-f033bb0721fb,0.00214904519771153,0.258275252796559
217,111011209,Glendale - Cardiff - Hillsborough,21.9176,https://linked.data.gov.au/dataset/asgsed3/SA2/111011209,12926,39,838,58028,64832,82.9,1387,44,34.6,13429,24919,5.3,8953,45,48.7,136,5434,10.1,322,58,8.7,17474,27167,1.2,13894,41,894.5,55711,64380,4.42,1.74,0.39,0.15,0.423,6.5,17.4,27.7,22.3,24.5,27.8,25.3,2753,283,713,913,713,576,243,43,123,93,1303,1003,1253,24.2,23.8,29.2,7.9,3.1,6.6,0.5,4.6,1072,15.2,26.7,38.6,9.5,2.8,1.5,4.5,1.2,e9b51f5e-67ee-4bef-9e10-4f1569e56342,0.00211347255435612,0.264934575528406
218,111011210,Mount Hutton - Windale,6.2654,https://linked.data.gov.au/dataset/asgsed3/SA2/111011210,4061,39,230.1,51562,56658,82.9,387,44,9.7,14747,25116,5.1,2483,47,11.2,114,4511,10.2,100,57,2.7,10994,27213,1.4,4358,42,243,49948,55751,4.29,1.71,0.4,0.14,0.41,4.5,15.5,26.1,24.2,28.3,28.6,18.9,1385,255,435,827,497,437,217,18,35,75,765,665,617,32.8,24.3,22.1,4.6,1.7,5.3,0.6,8.4,793,26.9,28.5,29.6,5.7,1.6,1.6,3.7,2.7,ac30c6ba-bc95-4af0-8766-31969744e71d,0.00060446847055573,0.151397837204562
219,111011211,Redhead,3.6842,https://linked.data.gov.au/dataset/asgsed3/SA2/111011211,1778,44,128.2,56273,72129,72.4,229,48,13.8,14039,60047,5.9,1509,49,21.9,610,14546,19.4,58,60,1.9,17683,32562,1.6,2033,47,159,56689,78222,6.06,2.08,0.34,0.11,0.501,8.8,22.4,34.1,24.8,22.1,19.5,33.5,654,31,74,101,54,70,14,,14,,91,61,361,24,23,21.3,9.1,6.9,5.4,,10.4,1018,16.7,26.7,29.5,12.5,5.2,1.7,4.7,3.1,424460fb-f17a-4038-aa74-1f46c6e5cddd,0.000355499557826988,0.130248135471488
220,111011212,Swansea - Caves Beach,32.4068,https://linked.data.gov.au/dataset/asgsed3/SA2/111011212,5705,43,371.1,54530,65040,75.2,798,49,19.5,14079,24378,6.8,4328,52,33.7,264,7786,15.5,176,59,6.1,23794,34663,1.8,6595,47,410.9,50308,62306,5.73,1.94,0.34,0.12,0.465,6.4,18.9,30.3,27,24.7,24.1,24.2,2201,171,391,461,364,317,104,,31,21,534,421,671,29.5,24,23.2,6.7,3.8,6.8,0.8,5.3,904,20.2,29.4,30.1,8.2,3.4,2.1,4.6,2,f18e5365-5f94-4b31-b47b-22cae348879e,0.00313135660599073,0.515314527477726
221,111011213,Valentine - Eleebana,9.9748,https://linked.data.gov.au/dataset/asgsed3/SA2/111011213,6605,43,486.8,60143,73704,74,813,49,27,10767,33253,5.1,5890,51,64.5,546,10946,18.8,188,60,6.9,28895,36687,1.6,7707,48,568.7,57490,73791,6.17,1.98,0.32,0.1,0.482,7.3,20.2,31.7,24.9,21.8,21.1,32.2,1546,66,243,163,123,106,43,6,46,8,303,233,203,23.5,22.2,26.8,10.7,7.1,6.4,0.5,2.8,1227,11,23.6,39.7,13.7,5.6,1.3,4.1,1,2b0c4772-8f04-4e3a-8cd1-47bc4cc0b53f,0.000962480171438074,0.186688067685554
222,111011214,Warners Bay - Boolaroo,12.54,https://linked.data.gov.au/dataset/asgsed3/SA2/111011214,7539,42,508.5,58519,67455,77.2,900,47,30.7,13855,34125,5.5,5951,50,45.8,288,7704,15,246,59,8.5,24148,34417,1.7,8452,46,567.9,54372,67196,5.62,1.89,0.34,0.11,0.467,7.2,19.6,30.9,25.5,22.9,24.1,27.5,2084,144,411,471,311,276,124,11,54,41,614,491,654,25.4,23.3,26.8,8.5,4.7,6.3,0.4,4.6,1048,16.2,27,34.7,10.3,4,1.6,4.4,1.7,013b9c44-a4a7-4990-90f0-94a3a02ba717,0.00120947129744309,0.203087451597383
223,111021215,Bolton Point - Teralba,21.9698,https://linked.data.gov.au/dataset/asgsed3/SA2/111021215,4622,40,276,52934,59722,80.6,459,48,10.3,14024,22477,5.1,3074,49,13.9,143,4509,12.2,134,58,3.9,13097,28737,1.7,5089,44,291.7,50549,57314,4.99,1.75,0.35,0.14,0.427,4.9,16.4,27.3,26.1,25.9,27.7,20.3,1387,207,383,553,377,335,143,12,43,47,647,507,633,26.5,25.4,24.5,5.3,2.3,6.4,0.6,8.9,914,19.6,30.6,33.1,7.2,2,1.3,4.5,1.7,a23f81f8-f1fb-4717-8e9f-c2fe94071dc3,0.00211886190299992,0.305859521467448
224,111021216,Bonnells Bay - Silverwater,10.1593,https://linked.data.gov.au/dataset/asgsed3/SA2/111021216,4582,41,276.9,52326,60425,77.3,622,49,14,13523,22473,6.5,3370,50,16.7,126,4948,13.8,155,59,3.8,18125,24683,1.8,5173,46,296.7,48035,57349,5.32,1.87,0.35,0.13,0.452,5.8,17.7,29,27.7,26.3,25,20.9,1483,127,283,367,333,231,157,22,27,22,593,493,673,27.3,26.4,24.8,5.6,2.6,7.4,0.7,5.2,927,18.2,31,34,6.5,2.3,1.7,4.8,1.6,89505d5c-8b7f-488f-872a-32b3db7b5ac5,0.00098137995109937,0.239437321899937
225,111021217,Edgeworth - Cameron Park,15.6078,https://linked.data.gov.au/dataset/asgsed3/SA2/111021217,8453,38,544.2,57333,64375,88,778,40,15.9,11165,20484,4.4,4931,41,19.4,70,3934,6.5,139,54,3.5,14281,25383,0.8,8770,39,568.5,56676,64824,3.73,1.73,0.46,0.21,0.394,4.9,15.5,25.8,18.9,26.7,29.2,25.1,1632,212,472,549,349,315,179,29,59,49,909,679,739,22.6,24,30.4,8.1,2.5,6.5,0.6,5.5,1113,13.7,25.6,41.7,9.5,2,1.1,5,1.7,3f9492ed-2423-4f34-88a0-982a942c8a03,0.00150442731228395,0.204112052334881
226,111021218,Morisset - Cooranbong,330.5207,https://linked.data.gov.au/dataset/asgsed3/SA2/111021218,8106,42,454.3,48023,56043,76.8,1184,49,23.6,11966,19936,7.5,5477,50,34,177,6214,13.4,234,59,6.4,18056,27463,1.5,8715,45,486.5,46655,55823,5.3,1.88,0.36,0.12,0.448,5.5,17.4,28.5,28.2,27,24.5,20.3,3182,243,562,763,603,450,213,42,132,52,1042,822,1583,27.6,25.6,23,5.4,2.1,7.1,0.9,8.4,870,19.8,31.6,30.6,6.5,2,2,4.7,2.7,341ff703-cf72-426d-b37e-ced73a3a4768,0.0319195014353681,1.16795821229128
227,111021219,Toronto - Awaba,43.6626,https://linked.data.gov.au/dataset/asgsed3/SA2/111021219,6330,43,396.6,51784,62648,73.9,824,51,24,12175,29144,5.9,4882,54,51.4,319,10532,17.7,209,60,6.9,21796,32897,1.8,7399,48,464.6,48413,62797,5.57,1.93,0.35,0.11,0.492,9.4,22.1,33.4,27.5,25.9,23.7,22.9,2323,283,513,733,543,468,143,23,33,73,703,563,913,28.7,25.9,23,5.8,3.6,6.2,0.9,5.9,895,19.6,31,29.9,7,3.9,1.7,4.6,2.4,3c21c5b6-5775-4dc1-ad4c-1442bf1b3497,0.00421356220613234,0.517091467813777
228,111021220,Wangi Wangi - Rathmines,13.1714,https://linked.data.gov.au/dataset/asgsed3/SA2/111021220,4593,43,299.8,54943,65280,74.3,599,52,13.7,12800,22790,5.8,3637,54,25.8,279,7102,17.1,153,59,4.7,23758,30522,1.8,5375,49,330.2,49779,61425,6.27,1.94,0.31,0.1,0.475,6.5,19.1,30.8,28.1,23.9,24.2,23.8,1497,104,257,277,227,208,77,15,20,20,424,347,384,26.3,25.1,25.4,6.5,3.5,7,0.7,5.3,988,16.2,30,34,8.9,3.4,1.2,4.8,1.6,cab044ee-2d5b-48b8-9be5-be24441afd9e,0.00127163198840208,0.372365271197204
229,111021221,West Wallsend - Barnsley - Killingworth,72.5413,https://linked.data.gov.au/dataset/asgsed3/SA2/111021221,3834,38,234.3,55846,61104,85.6,389,43,8.7,14163,22268,5.2,2302,45,7.5,84,3239,7.6,81,53,2.5,16143,31040,1.3,4065,41,243.3,54600,59859,3.72,1.65,0.44,0.18,0.382,4,14.4,24.6,20.7,26.7,31.2,21.5,878,123,293,313,203,193,78,13,33,28,438,318,278,25.6,26.2,29.3,6,1.4,6.9,0.6,4.2,994,15.4,29.9,38.6,6.6,1.2,1.4,5.8,1.4,d2dd7434-9abe-41cd-9366-7fe77d169e61,0.0069935592737238,0.534308416361605
230,111031222,Adamstown - Kotara,8.0182,https://linked.data.gov.au/dataset/asgsed3/SA2/111031222,8930,39,612.7,59521,68610,79.2,1090,43,32.7,12924,29973,5.4,7041,45,46.8,273,6648,13.9,199,58,6.6,21512,32996,1.2,9837,42,670.8,56991,68188,5.07,1.86,0.37,0.14,0.438,5.4,17,28,23.3,23,23.7,30,1587,117,307,467,367,341,87,14,117,47,547,417,657,22.4,22,28.9,11.2,5.4,5.6,0.5,4,1241,12.7,22.2,40.2,13.5,4.4,1,4.9,1.2,c2b57f0a-a8ee-4363-8b3d-176b65ba50cf,0.000773150457007432,0.152876893183906
231,111031223,Beresfield - Hexham,59.2573,https://linked.data.gov.au/dataset/asgsed3/SA2/111031223,4115,38,224.1,51265,54468,84.2,368,46,5.8,8936,15646,3.9,2317,48,17.4,85,7513,9.5,106,56,2,10000,18651,1.7,4327,41,237.3,49304,54839,4.25,1.62,0.38,0.14,0.433,8.4,18.8,28.8,25.7,27.4,31.6,15.3,1284,224,419,484,424,393,154,21,21,59,669,564,894,31.7,27.7,23.3,3.2,1.1,6.7,0.6,5.5,793,24,32.7,30.2,3.6,0.8,1.6,5.2,1.9,d13e5488-8315-42a3-a3f2-e4844065c116,0.00570651282578183,0.391762879947389
232,111031224,Hamilton - Broadmeadow,6.7462,https://linked.data.gov.au/dataset/asgsed3/SA2/111031224,6861,37,468.5,55753,68289,78.1,979,45,34.6,11434,35301,6.2,5282,45,51.7,303,9784,13.7,208,58,6.4,19011,30960,1.5,7480,41,537,55369,71796,5.32,1.92,0.36,0.16,0.472,7.2,20.7,32.2,24.2,23,23.6,29.2,1240,107,230,687,667,534,100,11,187,47,400,337,740,23.2,22.3,26.1,8.7,6.4,4.7,0.4,8.3,1138,17,22.8,33.3,12.9,6,1.5,4.9,1.6,70ae9b29-2d26-4720-9dec-4c04c9d39c4c,0.000650350121304655,0.139743136356566
233,111031225,Lambton - New Lambton,10.5485,https://linked.data.gov.au/dataset/asgsed3/SA2/111031225,9550,41,663.2,59144,69442,79.9,1257,45,60.6,15955,48214,6.1,7297,47,55.7,260,7627,12.2,263,59,8.2,20939,31237,1.5,10360,44,758.7,58774,73235,5.04,1.88,0.37,0.14,0.46,7.2,19.8,30.9,22.5,22.4,24.3,30.9,1733,132,363,622,373,356,93,16,142,43,582,482,762,23.1,22,27.3,10.1,6.4,6,0.4,4.8,1169,14.9,23.2,35.8,13.2,5.3,1.3,4.8,1.5,cbac474e-10c2-4b86-8da3-97256395b420,0.00101691316694996,0.150090391182596
234,111031226,Maryland - Fletcher - Minmi,17.2634,https://linked.data.gov.au/dataset/asgsed3/SA2/111031226,8899,38,581,57759,65288,87.9,808,41,17.7,10677,21933,4.2,5551,42,18.7,82,3365,6.8,177,55,4.2,15466,23591,0.8,9179,40,603.3,57119,65727,4.13,1.77,0.43,0.19,0.402,4.7,15.3,25.8,20.3,24.9,27.4,27.4,1067,202,462,502,362,271,132,52,87,52,867,652,617,22.2,22.5,30.5,8.9,3.4,8.3,0.6,3.5,1175,11.1,24.4,44.1,10.1,2.4,1.3,5.7,1,9bc1648a-792f-410e-8355-e8ba0e9dfc20,0.00166332794606205,0.249951832366475
235,111031227,Mayfield - Warabrook,7.5372,https://linked.data.gov.au/dataset/asgsed3/SA2/111031227,8207,37,500.7,55408,61006,85,966,41,23.5,11555,24346,5.7,5266,40,15,87,2851,7.4,197,55,5.1,18709,26002,1.3,8548,38,518.6,54576,60674,4.28,1.71,0.4,0.18,0.4,4.7,15.1,25.4,22.6,25,29.2,23.3,1661,171,364,1011,751,691,141,24,194,94,721,604,1401,25.3,23.8,28.8,7.7,2.3,5.2,0.5,6.5,1051,16.8,26.2,36.7,9.7,2.8,1.5,4.6,1.6,6007bc53-61f0-494d-bc6c-3353051821d9,0.000726310329810076,0.126679280882729
236,111031228,Merewether - The Junction,7.2464,https://linked.data.gov.au/dataset/asgsed3/SA2/111031228,8129,39,641.5,61051,78918,71.5,1364,47,104,16883,76262,7.1,7366,46,151.7,679,20596,19.4,230,59,9.3,28579,40283,1.4,9457,44,874.9,63255,92510,5.8,2.01,0.35,0.14,0.533,12.3,27.6,38.9,22.1,20.6,21.6,35.7,976,48,166,356,216,182,36,,156,26,266,196,408,18.6,20.2,29.1,10.5,11.8,5.3,0.3,4.1,1437,11.3,17.8,35.3,17.5,10.9,1.1,5.2,1,5a341e9b-d841-4bbd-a750-9f023b77c86e,0.000698713773090276,0.138097235568049
237,111031229,Newcastle - Cooks Hill,3.9772,https://linked.data.gov.au/dataset/asgsed3/SA2/111031229,7377,35,555.5,60012,75297,73.2,1282,47,80,15264,62373,7.1,6353,44,126.8,458,19966,17.4,211,59,7.4,20996,35141,1.3,8395,40,752.6,62364,89651,5.62,1.95,0.35,0.16,0.526,12.1,27.5,38.7,22.6,20.5,22.1,34.8,803,60,113,543,510,427,53,7,220,40,243,210,633,17,20.3,30.8,11.6,10,4.2,0.3,5.9,1441,11.7,17.6,35.3,15.7,12.1,1.2,5.1,1.3,20769fa9-83c3-4991-a227-4ee9c1448830,0.00038346116843968,0.145407286173565
239,111031231,Shortland - Jesmond,12.7086,https://linked.data.gov.au/dataset/asgsed3/SA2/111031231,5541,30,247.3,37867,44640,84.7,661,34,10.8,9583,16323,6.4,3127,33,6,41,1910,7.3,114,57,2.7,15015,23628,1.2,5518,32,254.9,39367,46197,5.74,1.89,0.33,0.13,0.441,4.7,16.1,27.3,34.1,28.4,24.7,12.8,1180,150,290,618,588,453,130,50,788,110,650,538,1540,30.8,24.4,20.2,3,0.7,7.9,0.5,12.4,845,21.1,31.4,32.3,4.7,0.8,2.3,5.2,2.2,e10b61a0-b184-41af-ae6c-50edddc2792a,0.0012246173719177,0.215219660817684
240,111031232,Stockton - Fullerton Cove,30.5131,https://linked.data.gov.au/dataset/asgsed3/SA2/111031232,3911,41,265,60192,67756,77.2,452,48,9.4,6470,20757,4.8,3099,49,17.1,201,5528,15,182,60,5.8,23256,32055,2.5,4446,45,285.7,54577,64257,6.03,1.89,0.31,0.09,0.451,5.4,17,28.1,26.3,21.9,24,27.8,1755,125,315,375,207,213,65,5,25,25,327,257,997,26.8,23.4,23.8,8.2,3.4,5.9,0.5,8,929,18.6,29.9,31.3,8.6,3.4,1.4,4.7,2.1,8e28cdf6-303f-4428-9445-100f291f56c4,0.00293925984624366,0.34886138567043
241,111031233,Wallsend - Elermore Vale,21.52,https://linked.data.gov.au/dataset/asgsed3/SA2/111031233,10019,37,612,54730,61082,81.2,1114,44,30,11163,26929,5.3,7060,45,31.3,153,4429,11.7,265,56,6.8,16507,25560,1.4,11013,41,667.2,51920,60587,5.09,1.78,0.35,0.11,0.445,7.3,18.5,29,25.7,24.6,27,22.6,3050,270,630,1076,776,669,226,30,156,100,1120,916,1286,28.4,24,25.8,6.1,2.3,6.3,0.5,6.4,945,19.5,28.5,34.3,7.6,2.2,1.6,4.6,1.8,cd1911ba-0fd2-4550-a01f-3ee243d06f29,0.00207399504733985,0.262357370527925
242,111031234,Waratah - North Lambton,5.114,https://linked.data.gov.au/dataset/asgsed3/SA2/111031234,6611,35,401.8,55103,60772,85.4,722,41,14.5,10097,20103,5.2,4324,40,14.2,91,3285,7.9,155,56,4.5,15442,29340,1.2,6860,37,416.8,54411,60765,4.66,1.73,0.37,0.16,0.412,4.9,15.7,26.1,24.1,23.9,28.4,23.6,1339,129,263,619,449,436,103,20,229,73,549,439,889,24.6,24.2,26.5,7.3,2.3,5.2,0.4,9.4,1059,16.8,25.7,36.8,10,2.6,1.6,4.9,1.7,c625a4f6-1ba5-4188-ab0b-0ce17e96be30,0.000492889775614458,0.104464257763755
243,111031235,Wickham - Carrington - Tighes Hill,3.5549,https://linked.data.gov.au/dataset/asgsed3/SA2/111031235,5389,36,362.9,59170,67346,83.8,748,42,19.3,11211,25845,6.2,3759,40,15.9,100,4239,8.1,138,59,3.5,13831,25564,1.5,5691,38,385.1,57839,67674,4.34,1.77,0.41,0.18,0.417,5.3,16.7,27.4,21,24.1,26.6,28.3,632,82,152,382,351,315,61,11,132,42,342,272,651,19.2,23.9,32.7,10.1,4.8,4.5,0.4,4.5,1278,12.3,21,39.1,14.9,5.7,1.5,4.7,0.8,a9a48fbe-f6e8-474e-b9d1-e644ceb991c8,0.00034268000490556,0.126387269728512
244,112011236,Ballina,36.1602,https://linked.data.gov.au/dataset/asgsed3/SA2/112011236,7951,43,406.7,45377,51155,67.5,1606,51,34,13541,21180,8.8,6990,55,61.3,400,8771,20.5,360,62,11.9,23294,32985,2.3,9904,50,500.8,42462,50564,5.49,1.83,0.33,0.12,0.465,6.5,18.9,30.2,31.3,30.2,22.9,15.6,3788,298,598,1048,698,699,168,28,58,58,998,798,1708,29.6,28.8,21.5,4.1,2.1,4.1,0.6,9.2,801,22.4,34,28.5,4.5,2.3,1.6,3.7,3.1,a9b5cf40-a1bc-47fb-b376-756b66f6b8b5,0.00334343560462003,0.554665521577035
245,112011237,Ballina Surrounds,406.5486,https://linked.data.gov.au/dataset/asgsed3/SA2/112011237,8528,43,456.2,45988,53495,66.8,2522,52,59.9,9689,23732,11.7,7432,52,81.8,372,11000,18.7,288,60,9.1,24324,31550,1.9,10618,48,589.8,44142,55548,5.69,1.91,0.33,0.11,0.492,8.7,21.6,32.7,29.5,28.7,23.3,18.4,2447,213,467,547,553,442,137,33,57,43,1003,727,933,26.7,27.5,25.1,5.9,3.4,5,0.6,5.8,960,15.2,32.3,33.3,7.1,3.6,1.3,5.6,1.7,c26f4886-bee8-4deb-92f6-9776ee7c166d,0.0375946691688114,1.41121533816389
246,112011238,Bangalow,186.5293,https://linked.data.gov.au/dataset/asgsed3/SA2/112011238,3406,39,179.5,36724,52686,58.8,1576,48,33.1,10000,21029,17.7,3276,49,59.9,747,18281,21,85,60,2.7,21683,31764,1.1,4444,46,267.3,39791,60150,6.13,2.19,0.36,0.14,0.557,11,27.3,39.9,33.1,28.4,19.2,19.3,428,48,78,148,218,179,48,8,21,8,318,248,328,19.7,22,24.6,7.2,7.4,5.8,0.5,13.1,1212,10.7,23.8,34.5,12,8.7,1.4,7.1,1.7,6e0657b8-2336-4416-af84-9670d9e862c2,0.0172186838799462,1.12189323428143
247,112011239,Brunswick Heads - Ocean Shores,54.4454,https://linked.data.gov.au/dataset/asgsed3/SA2/112011239,4281,41,201.5,38595,47059,62.4,1679,46,36.2,12900,21553,17.7,3818,48,41.4,291,10842,17.3,115,58,3.1,20597,26630,1.4,5491,46,273,38403,49725,5.33,1.94,0.36,0.14,0.49,9,22,33.3,33.6,31.1,21.2,14.1,983,85,183,373,475,446,93,33,25,25,615,475,723,24.8,28.7,24,4.5,2.7,5.2,0.6,9.3,919,17.8,32.1,32.7,5.7,2.8,1.2,6.6,1.3,ba371920-2a37-405f-89ca-5b397c561717,0.00501995443801206,0.535366408378636
